createdon,OrderAmount
10-27-21 17:47,1498
10-27-21 22:39,203
10-28-21 3:46,67
10-28-21 22:34,386
10-29-21 10:36,304
10-29-21 17:34,300
10-29-21 20:51,1978
10-29-21 21:24,1086
10-29-21 23:27,705
10-30-21 8:03,1692
10-31-21 10:40,210
10-31-21 17:55,333
11-1-21 11:16,368
11-1-21 16:05,491
11-2-21 9:47,206
11-2-21 11:11,206
11-2-21 15:49,221
11-2-21 17:42,429
11-2-21 19:07,203.25
11-3-21 10:12,411
11-3-21 12:49,201
11-3-21 13:01,276
11-3-21 15:48,282.59
11-3-21 19:05,642
11-4-21 10:21,529
11-5-21 16:49,337.5
11-6-21 9:35,335
11-6-21 20:07,1037.75
11-7-21 11:57,239.25
11-7-21 15:05,200
11-7-21 15:19,376.92
11-8-21 11:25,1071.5
11-8-21 11:48,505
11-8-21 11:51,451.5
11-8-21 23:57,402.75
11-9-21 8:10,1717
11-9-21 10:47,517.56
11-10-21 8:25,1263.5
11-11-21 13:34,703
11-11-21 16:55,208
11-11-21 20:28,511
11-13-21 10:11,295
11-13-21 11:06,200
11-13-21 14:40,225.5
11-13-21 19:39,203
11-15-21 10:07,289.5
11-15-21 10:08,1036.8
11-15-21 11:35,356
11-15-21 23:05,170.5
11-16-21 10:22,264.5
11-16-21 11:28,221
11-16-21 18:42,308
11-18-21 10:34,216
11-18-21 10:37,451.5
11-18-21 12:33,220
11-18-21 12:59,378
11-19-21 10:56,252
11-19-21 13:30,204
11-19-21 21:45,199
11-20-21 13:48,84
11-20-21 16:52,348
11-21-21 1:11,201.5
11-21-21 15:41,316
11-21-21 18:19,1146.5
11-22-21 13:32,344
11-22-21 17:24,203.5
11-23-21 8:47,621.5
11-23-21 9:05,221
11-23-21 10:44,211.5
11-23-21 12:06,223
11-23-21 13:09,213
11-23-21 15:04,205
11-23-21 21:09,2038
11-24-21 13:50,225
11-24-21 14:14,356
11-24-21 15:59,227
11-25-21 13:38,254
11-25-21 16:18,150
11-25-21 19:45,388
11-26-21 11:43,1235
11-26-21 19:12,1641
11-26-21 19:38,1163
11-27-21 8:23,350
11-27-21 9:36,206
11-27-21 19:35,368
11-28-21 18:22,220
11-30-21 0:42,377
11-30-21 14:02,224
11-30-21 15:52,384
12-1-21 22:46,294
12-2-21 10:00,350
12-2-21 12:11,1005
12-2-21 14:07,838
12-2-21 15:45,60
12-2-21 21:20,427
12-2-21 21:31,707
12-3-21 11:23,264
12-3-21 11:58,232
12-4-21 12:57,211
12-5-21 16:40,1593
12-6-21 9:13,204
12-6-21 10:43,1030
12-6-21 14:14,303
12-6-21 23:20,222
12-7-21 11:39,334
12-7-21 13:22,461
12-8-21 10:20,1749
12-8-21 10:35,227
12-8-21 17:37,255
12-8-21 22:21,508
12-11-21 18:30,341
12-12-21 22:54,216
12-13-21 17:29,1801
12-13-21 18:22,267
12-14-21 11:11,526
12-14-21 19:51,203
12-17-21 15:12,345
12-19-21 7:57,1140
12-19-21 10:04,381
12-19-21 11:28,846
12-19-21 12:05,424
12-19-21 18:10,528
12-19-21 23:22,959
12-20-21 11:43,449
12-21-21 13:02,866
12-21-21 16:34,345
12-21-21 17:07,207
12-21-21 17:08,220
12-22-21 10:34,282
12-22-21 10:46,419
12-22-21 12:12,637
12-22-21 15:54,269
12-22-21 18:42,710
12-23-21 11:07,801
12-23-21 20:27,93
12-24-21 20:22,459
12-26-21 22:21,201
12-26-21 22:35,591
12-27-21 9:08,2140
12-27-21 15:39,2785
12-27-21 15:39,140
12-27-21 16:33,229
12-28-21 9:10,856
12-28-21 10:48,202
12-28-21 17:45,201
12-29-21 0:47,293
12-29-21 2:29,200
12-29-21 20:44,409
12-30-21 9:15,399
12-31-21 16:15,275
12-31-21 20:08,235
1-1-22 10:30,202
1-1-22 16:06,230
1-1-22 19:30,1324
1-2-22 1:31,250
1-2-22 11:24,1705
1-2-22 23:41,511
1-3-22 9:13,300
1-3-22 9:59,691
1-3-22 10:18,218
1-3-22 12:03,229
1-3-22 13:14,1048
1-3-22 15:35,787
1-3-22 17:15,203
1-3-22 17:56,572
1-3-22 18:02,483
1-3-22 18:03,210
1-3-22 21:30,207
1-3-22 22:37,400
1-4-22 12:15,201
1-4-22 12:49,200
1-4-22 15:10,405
1-4-22 17:15,243
1-4-22 18:12,451
1-4-22 22:08,204
1-5-22 10:26,273
1-5-22 11:13,260
1-5-22 11:31,265
1-5-22 12:56,317
1-5-22 12:57,429
1-5-22 20:06,790
1-6-22 12:30,312
1-6-22 12:49,229
1-6-22 18:52,234
1-6-22 19:03,261
1-6-22 19:06,251
1-6-22 20:01,183
1-7-22 10:40,546
1-7-22 11:07,539
1-7-22 23:38,302
1-8-22 0:22,256
1-8-22 10:21,10
1-8-22 15:51,251
1-8-22 18:25,1850
1-10-22 22:19,671
1-11-22 0:36,710
1-11-22 8:52,557
1-11-22 8:55,202
1-11-22 11:00,145
1-11-22 12:38,808
1-11-22 17:23,230
1-11-22 17:33,233
1-11-22 18:21,257
1-11-22 19:47,574
1-11-22 19:55,616
1-11-22 20:51,167
1-11-22 22:17,200
1-12-22 0:28,605
1-12-22 1:27,218
1-12-22 2:59,207
1-12-22 16:27,214
1-12-22 17:21,202
1-12-22 18:15,78
1-12-22 18:22,208
1-12-22 23:29,338
1-12-22 23:42,205
1-13-22 12:58,265
1-13-22 19:44,201
1-13-22 23:30,208
1-13-22 23:33,217
1-13-22 23:49,204
1-14-22 0:38,259
1-14-22 6:41,103
1-14-22 7:05,232
1-14-22 11:23,116
1-14-22 20:35,362
1-14-22 23:24,213
1-15-22 10:20,491
1-15-22 12:57,225
1-15-22 14:39,210
1-15-22 16:03,1884
1-15-22 17:20,338
1-15-22 18:15,290
1-15-22 20:45,235
1-15-22 22:14,768
1-16-22 1:33,200
1-16-22 9:57,507
1-16-22 11:21,582
1-16-22 11:30,714
1-16-22 11:52,208
1-16-22 14:24,949
1-16-22 16:21,49
1-16-22 17:13,580
1-16-22 18:26,477
1-16-22 22:20,219
1-16-22 23:07,239
1-17-22 11:19,175
1-17-22 14:31,322.5
1-17-22 14:53,479.5
1-17-22 21:08,1335.5
1-18-22 0:28,408.5
1-18-22 11:59,272
1-18-22 15:24,317
1-18-22 21:22,544
1-19-22 0:32,239
1-19-22 0:33,336
1-19-22 2:30,215
1-19-22 9:29,748
1-19-22 10:56,424
1-19-22 16:14,385.5
1-19-22 18:27,213
1-19-22 19:22,202
1-19-22 20:59,203
1-19-22 22:39,1982
1-20-22 11:54,308
1-20-22 14:12,315
1-20-22 16:52,187
1-20-22 18:24,1248
1-20-22 19:31,93
1-21-22 12:15,1144.5
1-21-22 12:32,200
1-21-22 16:22,370
1-21-22 18:40,381
1-21-22 18:42,316
1-21-22 22:36,251
1-22-22 0:36,300
1-22-22 2:06,199
1-22-22 9:17,315
1-22-22 11:32,739
1-22-22 12:49,1036
1-22-22 13:53,397.5
1-22-22 21:21,202
1-23-22 16:53,1094
1-23-22 19:17,349
1-24-22 0:48,341
1-24-22 2:05,316
1-24-22 11:42,335
1-24-22 13:26,258
1-24-22 15:15,373
1-24-22 16:49,392
1-24-22 18:58,306
1-25-22 9:53,220
1-25-22 20:35,290
1-26-22 10:08,344
1-26-22 10:50,383
1-26-22 11:28,335
1-26-22 12:54,230
1-26-22 21:54,295
1-27-22 12:24,1247.5
1-27-22 12:34,914.5
1-27-22 12:49,1128.5
1-27-22 12:50,235
1-27-22 18:11,304
1-27-22 20:35,228
1-27-22 20:39,449
1-27-22 21:35,359
1-28-22 8:56,713
1-28-22 8:57,444
1-28-22 13:50,721
1-28-22 14:40,804
1-28-22 16:43,259
1-28-22 19:10,186
1-28-22 22:18,403
1-29-22 16:04,302
1-29-22 19:15,328
1-29-22 22:54,471
1-30-22 0:06,426
1-30-22 14:26,231
1-30-22 17:26,318
1-30-22 18:06,821
1-30-22 19:27,518
1-31-22 11:00,2001
1-31-22 11:14,170
1-31-22 11:15,639
1-31-22 18:25,87
1-31-22 18:58,313
1-31-22 19:40,300
1-31-22 19:41,354
1-31-22 19:52,326
1-31-22 21:23,479
2-1-22 13:14,324.5
2-1-22 13:28,202.5
2-1-22 13:54,199.5
2-1-22 15:39,993
2-1-22 17:39,741
2-1-22 21:37,1194
2-2-22 11:01,617
2-2-22 11:40,783
2-2-22 14:27,326
2-2-22 17:04,322.5
2-2-22 21:41,309
2-2-22 23:15,300
2-3-22 7:18,199.5
2-3-22 16:33,1653
2-3-22 16:49,301
2-3-22 19:42,306
2-3-22 20:11,491
2-4-22 8:24,203
2-4-22 12:11,425
2-4-22 16:55,311.5
2-4-22 21:36,325
2-5-22 10:41,255
2-5-22 11:32,548
2-5-22 11:49,2130.5
2-5-22 20:08,203
2-6-22 0:31,576
2-6-22 16:00,209
2-6-22 18:16,309
2-6-22 18:44,210
2-6-22 20:45,357
2-7-22 1:28,785
2-7-22 10:25,218
2-7-22 10:40,300
2-7-22 11:53,742
2-7-22 12:40,624
2-7-22 13:01,310
2-7-22 16:40,309
2-7-22 17:15,208
2-7-22 20:09,542
2-7-22 21:10,400
2-7-22 21:50,271
2-7-22 21:51,331
2-8-22 9:42,339
2-8-22 12:24,204
2-8-22 12:33,387
2-8-22 12:43,224
2-8-22 14:10,694
2-8-22 16:21,33
2-8-22 17:24,472
2-8-22 17:50,213
2-8-22 19:06,245
2-8-22 21:04,486
2-8-22 23:57,223
2-9-22 5:24,393
2-9-22 9:17,224
2-9-22 9:28,256
2-9-22 10:47,266
2-9-22 19:14,694
2-9-22 19:25,520.5
2-9-22 21:26,245
2-9-22 23:41,447
2-10-22 12:18,311
2-10-22 14:53,243
2-10-22 14:55,224
2-10-22 19:16,309
2-10-22 20:58,320
2-11-22 8:32,317
2-11-22 9:21,2703
2-11-22 10:36,209
2-11-22 11:43,207
2-11-22 11:53,216
2-11-22 12:00,357
2-11-22 12:06,355
2-11-22 13:41,314
2-11-22 16:15,246
2-11-22 17:17,245
2-11-22 18:39,966
2-11-22 18:47,895
2-11-22 21:58,415
2-12-22 10:09,315
2-12-22 11:27,902
2-12-22 11:46,1051
2-12-22 14:42,299
2-12-22 20:03,373
2-13-22 9:06,973
2-13-22 13:32,217
2-13-22 14:36,642
2-13-22 19:15,200
2-14-22 10:52,404
2-14-22 11:07,155
2-14-22 16:34,283
2-14-22 19:09,312
2-14-22 19:26,357
2-14-22 20:35,1244
2-14-22 23:48,205
2-15-22 1:04,275
2-15-22 8:51,315
2-15-22 9:52,213
2-15-22 11:12,89
2-15-22 15:50,212
2-15-22 16:45,249
2-15-22 17:38,1200
2-16-22 10:02,202
2-16-22 10:44,1736
2-16-22 11:46,478
2-16-22 12:18,222
2-16-22 13:50,299
2-16-22 15:00,258
2-16-22 21:21,300
2-16-22 21:55,291
2-17-22 8:46,203
2-17-22 9:48,374
2-17-22 11:09,302
2-17-22 17:12,886
2-17-22 17:19,901
2-17-22 17:23,901
2-17-22 18:51,299
2-17-22 20:02,435
2-17-22 20:46,288
2-17-22 21:53,469
2-17-22 23:21,206
2-18-22 3:10,529
2-18-22 9:11,337
2-18-22 10:57,477
2-18-22 13:16,95
2-18-22 17:03,435
2-18-22 17:13,435
2-18-22 19:56,324
2-18-22 20:29,335
2-18-22 22:11,331
2-19-22 7:37,1784
2-19-22 9:23,374
2-19-22 11:55,455
2-19-22 13:17,471
2-19-22 15:59,278
2-19-22 18:14,230
2-20-22 10:22,302
2-20-22 12:58,382
2-20-22 13:32,334
2-20-22 18:21,831
2-20-22 20:48,600
2-20-22 22:01,3882
2-21-22 5:42,685
2-21-22 6:55,364
2-21-22 10:27,330
2-21-22 11:27,508
2-21-22 12:15,202
2-21-22 13:08,28
2-21-22 15:06,475
2-21-22 16:23,80
2-21-22 17:30,343
2-21-22 17:48,1188
2-21-22 19:36,400
2-21-22 21:09,221
2-21-22 21:29,210
2-21-22 22:05,477
2-21-22 23:01,611
2-22-22 15:47,35
2-22-22 16:11,833
2-22-22 17:44,200
2-22-22 21:31,503
2-22-22 22:07,856
2-22-22 23:06,215
2-23-22 10:51,374
2-23-22 11:15,895
2-23-22 14:36,308
2-23-22 14:36,663
2-23-22 15:56,302
2-23-22 18:00,336
2-23-22 19:05,238
2-24-22 15:33,303
2-24-22 16:00,221
2-24-22 16:32,791
2-24-22 21:56,307
2-25-22 8:08,268
2-25-22 9:22,342
2-25-22 10:18,397
2-25-22 13:39,405
2-26-22 8:54,302
2-26-22 10:14,340
2-26-22 12:05,351
2-26-22 14:51,303
2-26-22 15:30,464
2-26-22 19:49,304
2-26-22 21:11,1888
2-26-22 21:47,301
2-26-22 23:52,566
2-27-22 13:40,304
2-27-22 15:54,313
2-27-22 16:30,441
2-28-22 1:40,312
2-28-22 14:27,343
2-28-22 16:32,580
2-28-22 16:48,319
2-28-22 17:05,471
2-28-22 17:58,260
2-28-22 18:35,199
3-1-22 14:18,326
3-1-22 14:42,335
3-1-22 15:09,315
3-1-22 15:32,687
3-1-22 16:20,636
3-1-22 16:59,202
3-1-22 21:21,109
3-2-22 10:44,354
3-2-22 11:07,302
3-2-22 15:28,202
3-2-22 15:32,382
3-2-22 17:24,311
3-2-22 22:09,390
3-2-22 22:39,1005
3-3-22 16:50,690
3-3-22 18:06,32
3-3-22 18:55,953
3-3-22 19:58,830
3-4-22 9:13,317
3-4-22 9:58,345
3-4-22 11:22,307
3-4-22 12:33,307
3-4-22 15:21,315
3-4-22 18:38,426.16
3-5-22 9:52,317
3-5-22 14:52,255
3-5-22 16:37,3560
3-5-22 19:54,2028
3-5-22 23:50,427
3-6-22 11:10,259
3-6-22 21:42,305
3-6-22 22:17,1448
3-7-22 0:12,346
3-7-22 9:16,807
3-7-22 12:24,322
3-7-22 13:11,1117
3-7-22 13:40,213
3-7-22 16:46,92
3-7-22 20:12,352
3-7-22 22:00,446
3-7-22 22:48,579
3-8-22 12:03,349
3-8-22 18:38,681
3-9-22 9:59,309
3-9-22 10:11,1292
3-9-22 10:18,299
3-9-22 12:14,667.75
3-9-22 16:58,510
3-9-22 19:31,303
3-10-22 7:04,454
3-10-22 9:54,306
3-10-22 14:28,343
3-10-22 20:29,322
3-11-22 12:02,266
3-11-22 14:16,308
3-11-22 14:42,300
3-11-22 17:56,879
3-11-22 18:08,705
3-11-22 18:16,705
3-11-22 18:20,705
3-11-22 18:33,705
3-11-22 19:01,327
3-11-22 20:35,1254
3-11-22 22:26,705
3-11-22 22:28,413
3-11-22 22:35,705
3-12-22 18:59,270
3-12-22 20:02,1060
3-12-22 22:36,299
3-13-22 8:37,306
3-13-22 15:57,299
3-13-22 20:13,315
3-13-22 23:14,201
3-14-22 12:56,355
3-14-22 15:45,1202
3-14-22 16:35,271
3-14-22 16:57,566
3-14-22 17:16,290
3-14-22 18:40,620
3-14-22 20:42,927
3-15-22 1:37,303
3-15-22 9:54,1570
3-15-22 10:12,254
3-15-22 13:40,320
3-15-22 14:41,354
3-15-22 16:39,225
3-15-22 17:29,110
3-15-22 23:52,203
3-16-22 8:59,1333
3-16-22 12:20,206
3-17-22 16:27,1401
3-17-22 22:48,532
3-18-22 21:15,916
3-18-22 21:17,205
3-19-22 11:24,391
3-19-22 15:56,371
3-19-22 18:15,674
3-19-22 19:44,265
3-19-22 20:01,391
3-19-22 20:28,426
3-19-22 23:59,239
3-20-22 7:52,269
3-20-22 9:34,330
3-20-22 10:22,180
3-20-22 16:42,439
3-20-22 20:39,215
3-20-22 23:24,234
3-20-22 23:25,196
3-21-22 8:06,210
3-21-22 18:18,411
3-21-22 19:22,320
3-21-22 21:12,352
3-22-22 8:46,554
3-22-22 9:07,110
3-22-22 9:59,381
3-22-22 18:22,252
3-22-22 22:20,206
3-23-22 14:50,269
3-23-22 23:08,1795
3-24-22 10:38,298
3-24-22 14:34,310
3-24-22 16:16,234
3-24-22 21:47,240
3-25-22 5:51,212
3-25-22 12:27,374
3-25-22 20:53,277
3-26-22 9:52,1789
3-26-22 13:40,449
3-26-22 19:50,2398
3-26-22 22:21,202
3-26-22 23:01,248
3-27-22 10:02,296
3-27-22 16:31,320
3-27-22 19:19,1594
3-27-22 22:37,350
3-27-22 22:52,305
3-27-22 22:56,305
3-27-22 23:29,304
3-27-22 23:46,306
3-27-22 23:48,300
3-28-22 10:31,344
3-28-22 11:12,624
3-29-22 3:14,1600
3-29-22 13:10,204
3-29-22 17:17,879
3-29-22 17:48,306
3-29-22 18:53,307
3-29-22 23:09,252
3-30-22 4:10,210
3-30-22 9:06,320
3-30-22 11:29,308
3-30-22 13:18,190
3-30-22 18:33,319
3-30-22 19:00,300
3-30-22 20:33,545
3-31-22 10:18,958
3-31-22 10:34,317
3-31-22 14:01,113
3-31-22 21:44,301
3-31-22 22:08,901
3-31-22 22:11,105
4-1-22 0:17,423
4-1-22 4:00,302
4-1-22 12:27,300
4-1-22 14:47,521
4-1-22 16:14,320
4-1-22 17:17,348
4-1-22 19:50,850
4-1-22 19:56,396
4-1-22 20:37,304
4-1-22 21:12,356
4-2-22 11:59,280
4-2-22 15:06,216
4-2-22 17:17,476
4-2-22 17:59,1846
4-2-22 19:13,433
4-3-22 0:54,519
4-3-22 8:50,658
4-3-22 17:21,405.17
4-3-22 23:12,287
4-3-22 23:43,210
4-4-22 0:03,446
4-4-22 9:18,303
4-4-22 11:47,308
4-5-22 9:37,430
4-5-22 12:18,350
4-5-22 12:39,226
4-5-22 12:40,199
4-5-22 17:56,315
4-5-22 22:29,269
4-5-22 22:38,366
4-6-22 9:13,614
4-6-22 11:32,329
4-6-22 13:36,480
4-6-22 13:38,480
4-7-22 11:48,338
4-7-22 14:04,277
4-7-22 15:09,654
4-8-22 14:25,3849
4-8-22 21:16,571
4-8-22 21:36,497
4-9-22 21:52,892
4-9-22 22:18,1481
4-10-22 9:48,335
4-10-22 10:09,299
4-10-22 16:27,505
4-11-22 12:30,369
4-11-22 15:08,331
4-11-22 19:02,1350
4-11-22 22:05,214
4-12-22 10:22,417
4-12-22 11:55,490
4-12-22 15:50,233
4-12-22 18:36,724
4-12-22 18:44,202
4-13-22 9:02,375
4-13-22 11:50,489
4-13-22 13:58,116
4-13-22 16:20,234
4-13-22 16:33,303
4-14-22 11:45,223
4-15-22 5:28,1911
4-15-22 15:48,1854
4-18-22 11:14,1714
4-18-22 12:44,1152
4-18-22 13:19,347
4-20-22 8:27,103
4-20-22 10:58,250
4-20-22 19:21,406
4-21-22 11:50,232
4-21-22 21:54,340
4-22-22 7:53,1326
4-22-22 14:09,506
4-22-22 20:19,278
4-22-22 23:45,1297
4-23-22 13:31,1056
4-24-22 22:38,473
4-26-22 11:49,545
4-27-22 15:23,854
4-28-22 12:44,322
4-28-22 22:10,1064
4-29-22 9:48,292
4-30-22 8:26,1168
4-30-22 11:06,303
4-30-22 11:50,936
4-30-22 13:10,145
4-30-22 13:30,306
5-1-22 11:51,986
5-1-22 22:26,456
5-2-22 10:28,341
5-2-22 11:27,1162
5-2-22 13:47,470
5-3-22 11:18,3362
5-3-22 15:54,593
5-3-22 23:24,312
5-4-22 3:03,883
5-4-22 20:40,365
5-5-22 11:28,1194
5-5-22 18:56,311
5-6-22 10:59,605
5-6-22 14:03,1487
5-6-22 15:32,393
5-7-22 15:12,946
5-8-22 10:55,362
5-9-22 21:12,240
5-9-22 22:36,542
5-9-22 23:00,455
5-10-22 11:39,290
5-11-22 16:32,380
5-11-22 17:12,3782
5-13-22 23:00,305
5-14-22 15:57,312
5-15-22 1:09,1544
5-15-22 17:27,1119
5-15-22 18:11,1189
5-15-22 20:39,306
5-15-22 21:55,300
5-16-22 11:35,304
5-16-22 15:43,322
5-16-22 22:47,311
5-17-22 9:18,1124
5-17-22 20:45,332
5-18-22 8:18,434
5-18-22 8:25,551
5-18-22 20:33,562
5-19-22 11:26,356
5-20-22 8:45,714
5-20-22 11:25,222
5-20-22 15:02,305
5-20-22 20:05,337
5-21-22 18:28,2336
5-22-22 17:49,462
5-22-22 20:21,307
5-22-22 23:48,388
5-23-22 11:40,442
5-24-22 13:04,870
5-25-22 8:16,380
5-25-22 12:55,431
5-25-22 15:11,959
5-25-22 15:46,2917
5-25-22 19:00,451
5-25-22 21:03,208
5-26-22 11:34,250
5-26-22 18:05,207
5-27-22 17:02,685
5-27-22 20:10,1773
5-27-22 23:49,358
5-28-22 11:00,1820
5-28-22 22:21,360
5-29-22 18:34,1503
5-29-22 23:03,303
5-30-22 14:24,1000
5-30-22 16:44,451
5-31-22 8:46,1438
5-31-22 13:58,316
5-31-22 17:14,405
5-31-22 19:57,2269
5-31-22 20:11,333
6-1-22 17:15,68
6-2-22 8:23,752
6-3-22 20:06,445
6-3-22 21:57,300
6-4-22 8:15,220
6-5-22 0:55,190
6-5-22 19:10,306
6-5-22 19:14,1113
6-5-22 20:01,634
6-5-22 20:41,885
6-6-22 11:26,421
6-6-22 12:03,414
6-6-22 16:58,211
6-6-22 18:21,476
6-7-22 13:41,679
6-7-22 18:16,380
6-7-22 23:28,952
6-8-22 8:44,1394
6-8-22 13:05,3707
6-8-22 13:20,775
6-8-22 13:24,235
6-8-22 22:27,571
